#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Tetrachloroethene degradation	Biodegradation of Xenobiotics	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
304	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
305	6.3.2.5	Phosphopantothenate--cysteine ligase.	CTP + (R)-4'-phosphopantothenate + L-cysteine = unidentified products of CTP breakdown + (R)-4'-phosphopantothenoyl-L-cysteine.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Tetrachloroethene degradation	Biodegradation of Xenobiotics	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
306	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
307	4.2.1.6	Galactonate dehydratase.	D-galactonate = 2-dehydro-3-deoxy-D-galactonate + H(2)O.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
315	2.7.1.33	Pantothenate kinase.	ATP + pantothenate = ADP + D-4'-phosphopantothenate.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
316	2.4.1.198	Phosphatidylinositol N-acetylglucosaminyltransferase.	UDP-N-acetyl-D-glucosamine + phosphatidylinositol = UDP + N-acetyl-D- glucosaminylphosphatidylinositol.	\N	\N	  Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	\N	\N
318	1.1.1.93	Tartrate dehydrogenase.	Tartrate + NAD(+) = oxaloglycolate + NADH.	Manganese; Monovalent cation.	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
321	1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)+).	Succinate semialdehyde + NAD(P)(+) + H(2)O = succinate + NAD(P)H.	\N	4-hydroxybutyricaciduria; MIM:271980.	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
321	1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)+).	Succinate semialdehyde + NAD(P)(+) + H(2)O = succinate + NAD(P)H.	\N	4-hydroxybutyricaciduria; MIM:271980.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
321	1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)+).	Succinate semialdehyde + NAD(P)(+) + H(2)O = succinate + NAD(P)H.	\N	4-hydroxybutyricaciduria; MIM:271980.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
323	2.7.3.-	Phosphotransferases with a nitrogenous group as acceptor.	\N	\N	\N	  Type II secretion system	SORTING AND DEGRADATION	REGULATORY
332	3.4.17.4	Gly-X carboxypeptidase.	Peptidylglycine + H(2)O = peptide + glycine.	\N	\N	\N	\N	\N
351	1.2.1.11	Aspartate-semialdehyde dehydrogenase.	L-aspartate-4-semialdehyde + phosphate + NADP(+) = L-4-aspartyl phosphate + NADPH.	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
351	1.2.1.11	Aspartate-semialdehyde dehydrogenase.	L-aspartate-4-semialdehyde + phosphate + NADP(+) = L-4-aspartyl phosphate + NADPH.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
352	1.1.1.4	(R,R)-butanediol dehydrogenase.	(R,R)-butane-2,3-diol + NAD(+) = (R)-acetoin + NADH.	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
355	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
355	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
355	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
362	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
364	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
367	2.7.8.1	Ethanolaminephosphotransferase.	CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.	\N	\N	Sphingophospholipid biosynthesis	Metabolism of Complex Lipids	METABOLIC
367	2.7.8.1	Ethanolaminephosphotransferase.	CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
367	2.7.8.1	Ethanolaminephosphotransferase.	CDP-ethanolamine + 1,2-diacylglycerol = CMP + a phosphatidylethanolamine.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
369	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
369	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
370	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
371	2.1.1.107	Uroporphyrin-III C-methyltransferase.	2 S-adenosyl-L-methionine + uroporphyrin III = 2 S-adenosyl-L- homocysteine + sirohydrochlorin.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
375	4.1.2.4	Deoxyribose-phosphate aldolase.	2-deoxy-D-ribose 5-phosphate = D-glyceraldehyde 3-phosphate + acetaldehyde.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
381	2.7.7.4	Sulfate adenylyltransferase.	ATP + sulfate = diphosphate + adenylylsulfate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
381	2.7.7.4	Sulfate adenylyltransferase.	ATP + sulfate = diphosphate + adenylylsulfate.	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
381	2.7.7.4	Sulfate adenylyltransferase.	ATP + sulfate = diphosphate + adenylylsulfate.	\N	\N	Sulfur metabolism	Energy Metabolism	METABOLIC
387	2.1.1.43	Histone-lysine N-methyltransferase.	S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
390	2.4.1.109	Dolichyl-phosphate-mannose--protein mannosyltransferase.	Dolichyl phosphate D-mannose + protein = dolichyl phosphate + O-D-mannosyl-protein.	\N	\N	\N	\N	\N
396	1.1.1.169	2-dehydropantoate 2-reductase.	(R)-pantoate + NADP(+) = 2-dehydropantoate + NADPH.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
415	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase.	ATP + 1-(5-phosphoribosyl)-4-carboxy-5-aminoimidazole + L-aspartate = ADP + phosphate + 1-(5-phosphoribosyl)-4-(N-succino-carboxamide)- 5-aminoimidazole.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
417	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
417	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC
417	1.14.13.7	Phenol 2-monooxygenase.	Phenol + NADPH + O(2) = catechol + NADP(+) + H(2)O.	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
418	1.9.3.1	Cytochrome-c oxidase.	4 ferrocytochrome c + O(2) = 4 ferricytochrome c + 2 H(2)O.	Copper.	Cytochrome-c-oxidase deficiency; MIM:220110.	Oxidative phosphorylation	Energy Metabolism	METABOLIC
419	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase.	The C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is broken by a beta-elimination reaction, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate.	\N	\N	\N	\N	\N
428	5.1.3.2	UDP-glucose 4-epimerase.	UDP-glucose = UDP-galactose.	NAD.	Galactose epimerase deficiency; MIM:230350.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
428	5.1.3.2	UDP-glucose 4-epimerase.	UDP-glucose = UDP-galactose.	NAD.	Galactose epimerase deficiency; MIM:230350.	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Tetrachloroethene degradation	Biodegradation of Xenobiotics	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
429	1.1.1.-	With NAD(+) or NADP(+) as acceptor.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
432	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
433	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N
434	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
434	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
435	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
439	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
439	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
439	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
443	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
449	2.7.1.137	1-phosphatidylinositol 3-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 3-phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
459	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N
460	5.99.1.2	DNA topoisomerase.	ATP-independent breakage of single-stranded DNA, followed by passage and rejoining.	\N	\N	\N	\N	\N
463	3.2.1.3	Glucan 1,4-alpha-glucosidase.	Hydrolysis of terminal 1,4-linked alpha-D-glucose residues successively from non-reducing ends of the chains with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
469	1.1.1.250	D-arabinitol 2-dehydrogenase.	D-arabinitol + NAD(+) = D-ribulose + NADH.	\N	\N	\N	\N	\N
470	6.4.1.4	Methylcrotonyl-CoA carboxylase.	ATP + 3-methylcrotonyl-CoA + HCO(3)(-) = ADP + phosphate + 3-methylglutaconyl-CoA.	Biotin.	Beta-methylcrotonylglycinuria I; MIM:210200.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
472	1.3.99.10	Isovaleryl-CoA dehydrogenase.	3-methylbutanoyl-CoA + ETF = 3-methylbut-2-enoyl-CoA + reduced ETF.	FAD.	Isovalericacidemia; MIM:243500.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
473	6.4.1.4	Methylcrotonyl-CoA carboxylase.	ATP + 3-methylcrotonyl-CoA + HCO(3)(-) = ADP + phosphate + 3-methylglutaconyl-CoA.	Biotin.	Beta-methylcrotonylglycinuria I; MIM:210200.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
476	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	2,4-Dichlorobenzoate degradation	Biodegradation of Xenobiotics	METABOLIC
476	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
476	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
478	2.4.1.119	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase.	Dolichyl diphosphooligosaccharide + protein L-asparagine = dolichyl diphosphate + a glycoprotein with the oligosaccharide chain attached by glycosylamine linkage to protein L-asparagine.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
483	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
483	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
483	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
502	6.2.1.3	Long-chain-fatty-acid--CoA ligase.	ATP + a long-chain carboxylic acid + CoA = AMP + diphosphate + an acyl-CoA.	\N	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
512	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
512	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
521	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
521	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
521	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
522	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
522	1.2.1.31	Aminoadipate-semialdehyde dehydrogenase.	L-2-aminoadipate 6-semialdehyde + NADP(+) + H(2)O = L-2-aminoadipate + NADPH.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
535	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
543	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
545	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
548	3.2.1.18	Exo-alpha-sialidase.	Hydrolysis of alpha-(2->3)-, alpha-(2->6)-, alpha-(2->8)-glycosidic linkages of terminal sialic residues in oligosaccharides, glycoproteins, glycolipids, colominic acid and synthetic substrates.	\N	Sialidosis; MIM:256550.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
