#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
2	IPR011545	DNA/RNA helicase, DEAD/DEAH box type, N-terminal	HMMPfam	PF00270	DEAD	1	917,	1072,	2.4e-15
106	IPR000432	DNA mismatch repair protein MutS, C-terminal	BlastProDom	PD001263	MSH2_NEUCR_O13396;	1	708,	808,	4e-40
106	IPR000432	DNA mismatch repair protein MutS, C-terminal	HMMPfam	PF00488	MutS_V	1	615,	867,	2.3e-140
106	IPR007695	DNA mismatch repair protein MutS-like, N-terminal	HMMPfam	PF01624	MutS_I	1	13,	127,	9.3e-13
106	IPR007860	DNA mismatch repair protein MutS, connector	HMMPfam	PF05188	MutS_II	1	142,	286,	2.7e-25
106	IPR007861	DNA mismatch repair protein MutS, clamp	HMMPfam	PF05190	MutS_IV	1	469,	565,	4e-22
106	IPR007696	DNA mismatch repair protein MutS, core	HMMPfam	PF05192	MutS_III	1	293,	610,	4.3e-61
106	IPR011184	DNA mismatch repair protein, MSH2	HMMPIR	PIRSF005813	DNA mismatch repair protein, eukaryotic MSH2 type	1	1,	938,	0
106	IPR007696	DNA mismatch repair protein MutS, core	HMMSmart	SM00533	no description	1	316,	641,	1.7e-99
106	IPR000432	DNA mismatch repair protein MutS, C-terminal	HMMSmart	SM00534	no description	1	658,	862,	3.8e-117
106	IPR000432	DNA mismatch repair protein MutS, C-terminal	ScanRegExp	PS00486	DNA_MISMATCH_REPAIR_2	1	739,	755,	8e-5
106	IPR007696	DNA mismatch repair protein MutS, core	superfamily	SSF48334	DNA repair protein MutS, domain III	1	299,	612,	9e-69
106	IPR007860	DNA mismatch repair protein MutS, connector	superfamily	SSF53150	DNA repair protein MutS, domain II	1	131,	298,	0.0008
109	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	2	100,131,	125,153,	0.026,0.0041
109	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	2	100,131,	130,158,	14.544,9.349
112	IPR002121	Helicase and RNase D C-terminal, HRDC	HMMPfam	PF00570	HRDC	1	452,	532,	4.9e-11
112	IPR002562	3'-5' exonuclease	HMMPfam	PF01612	3_5_exonuc	1	230,	399,	7.7e-63
112	IPR012588	Exosome-associated factor Rrp6, N-terminal	HMMPfam	PF08066	PMC2NT	1	18,	110,	8.1e-11
112	IPR002121	Helicase and RNase D C-terminal, HRDC	HMMSmart	SM00341	no description	1	452,	532,	0.00099
112	IPR002562	3'-5' exonuclease	HMMSmart	SM00474	no description	1	230,	399,	7.1e-45
112	IPR002121	Helicase and RNase D C-terminal, HRDC	ProfileScan	PS50967	HRDC	1	452,	532,	15.457
112	IPR012337	Polynucleotidyl transferase, Ribonuclease H fold	superfamily	SSF53098	Ribonuclease H-like	1	233,	397,	9.2e-29
113	IPR007918	Mitochondrial distribution and morphology family 35/apoptosis	HMMPfam	PF05254	UPF0203	1	1,	69,	1.3e-27
114	IPR007482	Protein-tyrosine phosphatase-like, PTPLA	HMMPfam	PF04387	PTPLA	1	58,	207,	1.3e-37
116	IPR000593	RasGAP protein, C-terminal	BlastProDom	PD008735	Q6DNA0_SCHCO_Q6DNA0;	2	586,782,	722,834,	2e-58,0.0001
116	IPR001936	Ras GTPase-activating protein	HMMPfam	PF00616	RasGAP	1	194,	402,	1.5e-71
116	IPR000593	RasGAP protein, C-terminal	HMMPfam	PF03836	RasGAP_C	1	579,	704,	1.3e-10
116	IPR001936	Ras GTPase-activating protein	HMMSmart	SM00323	no description	1	161,	509,	5e-66
116	IPR001936	Ras GTPase-activating protein	ProfileScan	PS50018	RAS_GTPASE_ACTIV_2	1	186,	402,	42.301
116	IPR001936	Ras GTPase-activating protein	ScanRegExp	PS00509	RAS_GTPASE_ACTIV_1	1	358,	372,	8e-5
116	IPR008936	Rho GTPase activation protein	superfamily	SSF48350	GTPase activation domain, GAP	1	139,	498,	1.6e-81
117	IPR001071	Cellular retinaldehyde binding/alpha-tocopherol transport	FPrintScan	PR00180	CRETINALDHBP	3	60,228,261,	82,247,270,	3.5e-08,3.5e-08,3.5e-08
117	IPR001251	Cellular retinaldehyde-binding/triple function, C-terminal	HMMPfam	PF00650	CRAL_TRIO	1	111,	294,	1.3e-88
117	IPR008273	Cellular retinaldehyde-binding/triple function, N-terminal	HMMPfam	PF03765	CRAL_TRIO_N	1	27,	94,	1.3e-26
117	IPR001251	Cellular retinaldehyde-binding/triple function, C-terminal	HMMSmart	SM00516	no description	1	102,	272,	2.4e-54
117	IPR001251	Cellular retinaldehyde-binding/triple function, C-terminal	ProfileScan	PS50191	CRAL_TRIO	1	102,	275,	27.855
117	IPR011074	Phosphatidylinositol transfer protein-like, N-terminal	superfamily	SSF46938	CRAL/TRIO N-terminal domain	1	7,	99,	5.5e-25
117	IPR001251	Cellular retinaldehyde-binding/triple function, C-terminal	superfamily	SSF52087	CRAL/TRIO domain	1	102,	300,	3.5e-60
118	IPR013950	Kinetochore Mis14	HMMPfam	PF08641	Mis14	1	66,	210,	2.6e-61
119	IPR006614	Dysferlin, C-terminal	HMMSmart	SM00694	no description	1	238,	274,	0.00013
120	IPR004088	K Homology, type 1	HMMPfam	PF00013	KH_1	1	171,	205,	0.00024
121	IPR000182	GCN5-related N-acetyltransferase	HMMPfam	PF00583	Acetyltransf_1	1	67,	150,	1.8e-19
121	IPR000182	GCN5-related N-acetyltransferase	ProfileScan	PS51186	GNAT	1	18,	173,	22.103
121	IPR016181	Acyl-CoA N-acyltransferase	superfamily	SSF55729	Acyl-CoA N-acyltransferases (Nat)	1	14,	172,	1.3e-32
122	IPR003386	Lecithin:cholesterol acyltransferase	HMMPfam	PF02450	LACT	1	146,	587,	3e-127
122	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	ScanRegExp	PS00178	AA_TRNA_LIGASE_I	1	392,	401,	NA
123	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	HMMPfam	PF01569	PAP2	1	211,	357,	3.4e-40
123	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	HMMSmart	SM00014	no description	1	212,	349,	1.8e-06
123	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	superfamily	SSF48317	Acid phosphatase/Vanadium-dependent haloperoxidase	1	119,	358,	5.5e-09
124	IPR008217	Protein of unknown function DUF125, transmembrane	HMMPfam	PF01988	DUF125	1	58,	285,	2.6e-31
127	IPR002373	cAMP/cGMP-dependent protein kinase	FPrintScan	PR00103	CAMPKINASE	5	182,197,355,367,388,	196,211,364,378,400,	5.7e-24,5.7e-24,5.7e-24,5.7e-24,5.7e-24
127	IPR000595	Cyclic nucleotide-binding	HMMPfam	PF00027	cNMP_binding	2	188,310,	277,397,	2.6e-18,8.4e-26
127	IPR012198	cAMP-dependent protein kinase regulatory subunit	HMMPIR	PIRSF000548	cAMP-dependent protein kinase, regulatory subunit	1	1,	413,	2.6e-241
127	IPR000595	Cyclic nucleotide-binding	HMMSmart	SM00100	no description	2	160,292,	290,410,	6.5e-28,2.5e-28
127	IPR000595	Cyclic nucleotide-binding	ProfileScan	PS50042	CNMP_BINDING_3	2	160,292,	289,401,	36.870,37.084
127	IPR000595	Cyclic nucleotide-binding	ScanRegExp	PS00888	CNMP_BINDING_1	2	188,319,	204,335,	8e-5,8e-5
127	IPR000595	Cyclic nucleotide-binding	ScanRegExp	PS00889	CNMP_BINDING_2	2	236,357,	253,374,	8e-5,8e-5
127	IPR000595	Cyclic nucleotide-binding	superfamily	SSF51206	cAMP-binding domain-like	2	130,280,	285,401,	7.2e-32,7.8e-35
128	IPR005123	2OG-Fe(II) oxygenase	HMMPfam	PF03171	2OG-FeII_Oxy	1	142,	253,	0.0077
128	IPR006620	Prolyl 4-hydroxylase, alpha subunit	HMMSmart	SM00702	no description	1	45,	252,	2.7e-10
129	IPR001766	Fork head transcription factor	BlastProDom	PD000425	Q758S9_ASHGO_Q758S9;	1	727,	797,	8e-07
129	IPR001766	Fork head transcription factor	FPrintScan	PR00053	FORKHEAD	3	723,743,768,	736,760,785,	6e-08,6e-08,6e-08
129	IPR001766	Fork head transcription factor	HMMPfam	PF00250	Fork_head	1	723,	864,	1.1e-13
129	IPR001766	Fork head transcription factor	HMMSmart	SM00339	no description	1	721,	810,	7.3e-09
129	IPR000253	Forkhead-associated	ProfileScan	PS50006	FHA_DOMAIN	1	454,	487,	8.383
129	IPR001766	Fork head transcription factor	ProfileScan	PS50039	FORK_HEAD_3	1	723,	811,	19.044
129	IPR008984	SMAD/FHA domain	superfamily	SSF49879	SMAD/FHA domain	1	448,	518,	5.6e-12
130	IPR013922	Cyclin-related 2	HMMPfam	PF08613	Cyclin	1	154,	288,	9.6e-05
130	IPR011028	Cyclin-like	superfamily	SSF47954	Cyclin-like	1	154,	289,	6.1e-08
131	IPR013078	Phosphoglycerate mutase	HMMPfam	PF00300	PGAM	1	1,	175,	4e-33
132	IPR007255	Dor1-like protein	HMMPfam	PF04124	Dor1	1	22,	365,	4.1e-39
134	IPR006671	Cyclin, N-terminal	HMMPfam	PF00134	Cyclin_N	1	27,	170,	2.3e-05
134	IPR004367	Cyclin, C-terminal	HMMPfam	PF02984	Cyclin_C	1	176,	308,	0.29
134	IPR006670	Cyclin	HMMSmart	SM00385	no description	2	57,176,	163,263,	7.6e-09,7.1
134	IPR011028	Cyclin-like	superfamily	SSF47954	Cyclin-like	2	6,173,	171,276,	8.8e-35,2.6e-16
135	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7SGX2_NEUCR_Q7SGX2;	1	229,	490,	3e-117
135	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	229,	490,	3.2e-86
135	IPR000961	Protein kinase, C-terminal	HMMPfam	PF00433	Pkinase_C	1	510,	588,	1e-05
135	IPR000961	Protein kinase, C-terminal	HMMSmart	SM00133	no description	1	491,	586,	4.7e-10
135	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	229,	490,	2.9e-07
135	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	229,	490,	8.4e-96
135	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	229,	490,	47.467
135	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	351,	363,	NA
135	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	204,	517,	1.1e-90
137	IPR006157	Dihydroneopterin aldolase	HMMPfam	PF02152	FolB	1	238,	347,	9.2e-17
137	IPR006157	Dihydroneopterin aldolase	HMMTigr	TIGR00526	folB_dom: FolB domain	1	235,	350,	2.7e-08
138	IPR000504	RNA recognition motif, RNP-1	HMMPfam	PF00076	RRM_1	2	9,111,	74,170,	4.1e-17,2.2e-08
138	IPR000504	RNA recognition motif, RNP-1	HMMSmart	SM00360	no description	2	8,104,	75,171,	8.6e-14,2.2e-05
138	IPR000504	RNA recognition motif, RNP-1	ProfileScan	PS50102	RRM	2	7,103,	79,168,	16.568,9.985
139	IPR007859	Electron transfer flavoprotein-ubiquinone oxidoreductase	HMMPfam	PF05187	ETF_QO	1	478,	587,	6e-82
139	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	HMMPfam	PF07992	Pyr_redox_2	1	88,	132,	1.1e-07
140	IPR000814	TATA-box binding	FPrintScan	PR00686	TIFACTORIID	6	95,119,138,185,209,228,	110,138,156,201,224,244,	2.7e-66,2.7e-66,2.7e-66,2.7e-66,2.7e-66,2.7e-66
140	IPR000814	TATA-box binding	HMMPfam	PF00352	TBP	2	90,180,	175,266,	1.6e-38,4.5e-42
140	IPR000814	TATA-box binding	ScanRegExp	PS00351	TFIID	2	122,213,	171,262,	8e-5,8e-5
140	IPR012294	Transcription factor TFIID, C-terminal/DNA glycosylase, N-terminal	superfamily	SSF55945	TATA-box binding protein-like	2	89,175,	176,265,	2.6e-33,3.5e-31
141	IPR006076	FAD dependent oxidoreductase	HMMPfam	PF01266	DAO	1	6,	385,	9.5e-43
142	IPR013216	Methyltransferase type 11	HMMPfam	PF08241	Methyltransf_11	1	146,	285,	0.00018
144	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	85,	123,	2.3e-11
144	IPR007219	Fungal specific transcription factor	HMMPfam	PF04082	Fungal_trans	1	384,	480,	1.8e-17
144	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	81,	125,	1.6e-09
144	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	86,	116,	10.832
144	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	86,	114,	8e-5
144	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	74,	128,	6.6e-13
147	IPR005550	HEC/Ndc80p	HMMPfam	PF03801	Ndc80_HEC	1	68,	295,	7.3e-40
147	IPR009053	Prefoldin	superfamily	SSF46579	Prefoldin	1	334,	431,	2.6e-05
148	IPR006785	Peroxisome membrane anchor protein Pex14p, N-terminal	HMMPfam	PF04695	Pex14_N	1	2,	132,	3.1e-53
150	IPR002828	Survival protein SurE-like phosphatase/nucleotidase	BlastProDom	PD005378	Q7S6G3_NEUCR_Q7S6G3;	1	69,	201,	1e-45
150	IPR002828	Survival protein SurE-like phosphatase/nucleotidase	HMMPfam	PF01975	SurE	1	1,	213,	8.4e-11
150	IPR004344	Tubulin-tyrosine ligase	HMMPfam	PF03133	TTL	1	405,	738,	4e-46
150	IPR004344	Tubulin-tyrosine ligase	ProfileScan	PS51221	TTL	1	327,	741,	28.531
150	IPR002828	Survival protein SurE-like phosphatase/nucleotidase	superfamily	SSF64167	SurE-like	1	1,	346,	4.1e-68
152	IPR007196	CCR4-Not complex component, Not1	HMMPfam	PF04054	Not1	1	1953,	2338,	3.4e-95
152	IPR016024	Armadillo-type fold	superfamily	SSF48371	ARM repeat	1	1057,	1124,	0.0022
153	IPR001130	Deoxyribonuclease, TatD-related	HMMPfam	PF01026	TatD_DNase	1	11,	329,	7.3e-59
153	IPR012278	Deoxyribonuclease, TatD Mg-dependent	HMMPIR	PIRSF005902	Mg-dependent DNase, TatD type	1	11,	332,	6.3e-65
154	IPR001452	Src homology-3	BlastProDom	PD000066	Q7S690_NEUCR_Q7S690;	1	1002,	1055,	4e-13
154	IPR001452	Src homology-3	FPrintScan	PR00452	SH3DOMAIN	4	1000,1014,1031,1045,	1010,1029,1040,1057,	3e-08,3e-08,3e-08,3e-08
154	IPR001452	Src homology-3	HMMPfam	PF00018	SH3_1	1	1000,	1057,	9.9e-20
154	IPR001060	Cdc15/Fes/CIP4	HMMPfam	PF00611	FCH	1	17,	103,	7.7e-18
154	IPR001060	Cdc15/Fes/CIP4	HMMSmart	SM00055	no description	1	17,	103,	3.7e-14
154	IPR001452	Src homology-3	HMMSmart	SM00326	no description	1	1000,	1058,	2.7e-19
154	IPR001452	Src homology-3	ProfileScan	PS50002	SH3	1	997,	1057,	17.265
154	IPR001060	Cdc15/Fes/CIP4	ProfileScan	PS50133	FCH	1	13,	87,	11.542
154	IPR001452	Src homology-3	superfamily	SSF50044	SH3-domain	1	966,	1057,	1.1e-19
155	IPR005348	Protein of unknown function UPF0132	BlastProDom	PD015391	Q6M9C5_NEUCR_Q6M9C5;	1	99,	187,	6e-20
155	IPR005348	Protein of unknown function UPF0132	HMMPfam	PF03675	UPF0132	1	99,	144,	1.7e-06
156	IPR013960	DASH complex, subunit Duo1	HMMPfam	PF08651	DASH_Duo1	1	67,	144,	7.5e-44
158	IPR015408	Zinc finger, Mcm10/DnaG-type	HMMPfam	PF09329	zf-primase	1	511,	556,	1.1e-25
160	IPR000705	Galactokinase	FPrintScan	PR00473	GALCTOKINASE	4	59,132,160,384,	77,143,178,398,	5.7e-20,5.7e-20,5.7e-20,5.7e-20
160	IPR006206	Mevalonate and galactokinase	FPrintScan	PR00959	MEVGALKINASE	4	57,167,209,453,	81,189,228,470,	1.6e-35,1.6e-35,1.6e-35,1.6e-35
160	IPR006204	GHMP kinase	HMMPfam	PF00288	GHMP_kinases_N	1	162,	229,	6e-18
160	IPR013750	GHMP kinase, C-terminal	HMMPfam	PF08544	GHMP_kinases_C	1	398,	487,	1.2e-11
160	IPR000705	Galactokinase	HMMPIR	PIRSF000530	Galactokinase	1	29,	514,	9.8e-220
160	IPR000705	Galactokinase	HMMTigr	TIGR00131	gal_kin: galactokinase	1	36,	512,	2.1e-100
160	IPR000705	Galactokinase	ScanRegExp	PS00106	GALACTOKINASE	1	59,	70,	8e-5
161	IPR012000	Thiamine pyrophosphate enzyme, central region	HMMPfam	PF00205	TPP_enzyme_M	1	288,	433,	2.5e-50
161	IPR011766	Thiamine pyrophosphate enzyme, C-terminal TPP-binding	HMMPfam	PF02775	TPP_enzyme_C	1	496,	643,	1.3e-77
161	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP binding region	HMMPfam	PF02776	TPP_enzyme_N	1	89,	259,	9e-93
161	IPR012846	Acetolactate synthase, large subunit, biosynthetic	HMMTigr	TIGR00118	acolac_lg: acetolactate synthase, large sub	1	89,	668,	0
161	IPR000399	TPP-binding enzymes, conserved site	ScanRegExp	PS00187	TPP_ENZYMES	1	533,	552,	8e-5
162	IPR001841	Zinc finger, RING-type	HMMPfam	PF00097	zf-C3HC4	1	82,	141,	0.0015
164	IPR001806	Ras GTPase	FPrintScan	PR00449	RASTRNSFRMNG	5	12,35,52,114,162,	33,51,74,127,184,	6.3e-31,6.3e-31,6.3e-31,6.3e-31,6.3e-31
164	IPR013753	Ras	HMMPfam	PF00071	Ras	1	13,	186,	8.5e-75
164	IPR003577	Ras small GTPase, Ras type	HMMSmart	SM00173	no description	1	9,	187,	7.9e-13
164	IPR003578	Ras small GTPase, Rho type	HMMSmart	SM00174	no description	1	14,	187,	1.1e-103
164	IPR003579	Ras small GTPase, Rab type	HMMSmart	SM00175	no description	1	13,	187,	2.3e-14
164	IPR005225	Small GTP-binding protein	HMMTigr	TIGR00231	small_GTP: small GTP-binding protein domain	1	9,	174,	6.8e-29
166	IPR005378	Vacuolar protein sorting-associated protein 35	HMMPfam	PF03635	Vps35	1	53,	836,	0
168	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	1	40,	725,	2.9e-09
169	IPR013744	Protein of unknown function DUF1749	HMMPfam	PF08538	DUF1749	1	1,	324,	2.5e-215
169	IPR008262	Lipase, active site	ScanRegExp	PS00120	LIPASE_SER	1	107,	116,	NA
170	IPR001173	Glycosyl transferase, family 2	HMMPfam	PF00535	Glycos_transf_2	1	8,	183,	4.2e-37
172	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	516,	640,	0.00037
175	IPR002075	Nuclear transport factor 2	HMMPfam	PF02136	NTF2	1	7,	121,	2.3e-43
175	IPR002075	Nuclear transport factor 2	ProfileScan	PS50177	NTF2_DOMAIN	1	7,	121,	32.510
176	IPR006603	Cystinosin/ERS1p repeat	HMMSmart	SM00679	no description	2	31,184,	62,215,	0.0042,0.021
178	IPR001199	Cytochrome b5	HMMPfam	PF00173	Cyt-b5	1	54,	157,	2.2e-21
178	IPR001199	Cytochrome b5	superfamily	SSF55856	Cytochrome b5-like heme/steroid binding domain	1	44,	158,	5.7e-30
180	IPR015157	Translation machinery associated TMA7	HMMPfam	PF09072	TMA7	1	4,	68,	4.1e-30
181	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7ZUL4_BRARE_Q7ZUL4;	1	465,	682,	5e-83
181	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	458,	775,	2.1e-59
181	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	458,	775,	6.9e-08
181	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	458,	775,	5.2e-79
181	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	458,	775,	37.729
181	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	464,	487,	8e-5
181	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	581,	593,	NA
181	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	444,	776,	2.8e-77
182	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7S031_NEUCR_Q7S031;	1	72,	302,	9e-85
182	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	53,	312,	1e-68
182	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	53,	312,	2.1e-12
182	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	53,	313,	5.3e-75
182	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	53,	318,	43.891
182	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	59,	82,	8e-5
182	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	174,	186,	8e-5
182	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	28,	310,	2.8e-70
183	IPR002198	Short-chain dehydrogenase/reductase SDR	FPrintScan	PR00080	SDRFAMILY	3	108,163,183,	119,171,202,	1.1e-09,1.1e-09,1.1e-09
183	IPR002347	Glucose/ribitol dehydrogenase	FPrintScan	PR00081	GDHRDH	6	23,108,157,183,205,265,	40,119,173,202,222,285,	2.4e-32,2.4e-32,2.4e-32,2.4e-32,2.4e-32,2.4e-32
183	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	adh_short	1	22,	202,	8.7e-22
183	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	20,	301,	1.3e-60
184	IPR001138	Fungal transcriptional regulatory protein, N-terminal	FPrintScan	PR00054	FUNGALZNCYS	3	23,30,40,	29,36,50,	41,41,41
184	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMPfam	PF00172	Zn_clus	1	22,	61,	2.9e-09
184	IPR001138	Fungal transcriptional regulatory protein, N-terminal	HMMSmart	SM00066	no description	1	18,	63,	8.2e-05
184	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ProfileScan	PS50048	ZN2_CY6_FUNGAL_2	1	23,	54,	10.370
184	IPR001138	Fungal transcriptional regulatory protein, N-terminal	ScanRegExp	PS00463	ZN2_CY6_FUNGAL_1	1	23,	52,	NA
184	IPR001138	Fungal transcriptional regulatory protein, N-terminal	superfamily	SSF57701	Zn2/Cys6 DNA-binding domain	1	11,	66,	8e-11
185	IPR004254	Hly-III related proteins	HMMPfam	PF03006	HlyIII	1	74,	298,	4.8e-63
190	IPR000812	Transcription factor TFIIB related	FPrintScan	PR00685	TIFACTORIIB	6	39,61,76,171,281,313,	59,74,97,190,297,327,	1.8e-42,1.8e-42,1.8e-42,1.8e-42,1.8e-42,1.8e-42
190	IPR013150	Transcription factor TFIIB, cyclin-related	HMMPfam	PF00382	TFIIB	2	131,248,	201,318,	1.7e-22,9e-21
190	IPR013137	Zinc finger, TFIIB-type	HMMPfam	PF08271	TFIIB_Zn_Ribbon	1	24,	67,	1.8e-13
190	IPR006670	Cyclin	HMMSmart	SM00385	no description	2	129,246,	210,327,	1.9e-08,1.8e-05
190	IPR013137	Zinc finger, TFIIB-type	ProfileScan	PS51134	ZF_TFIIB	1	21,	54,	8.010
190	IPR000812	Transcription factor TFIIB related	ScanRegExp	PS00782	TFIIB	1	280,	295,	8e-5
190	IPR011028	Cyclin-like	superfamily	SSF47954	Cyclin-like	2	123,243,	220,337,	5.1e-23,7.3e-28
191	IPR008387	ATPase, F0 complex, subunit F6, mitochondrial	superfamily	SSF111357	Mitochondrial ATP synthase coupling factor 6 (Pfam 05511)	1	33,	66,	0.012
192	IPR013887	Protein of unknown function DUF1765	HMMPfam	PF08578	DUF1765	1	675,	801,	6.3e-54
193	IPR003137	Protease-associated PA	HMMPfam	PF02225	PA	1	306,	407,	2.8e-15
193	IPR007365	Transferrin receptor-like, dimerisation	HMMPfam	PF04253	TFR_dimer	1	737,	883,	0.00015
193	IPR007365	Transferrin receptor-like, dimerisation	superfamily	SSF47672	Transferrin receptor ectodomain, C-terminal domain	1	706,	883,	1.3e-11
195	IPR013528	Hydroxymethylglutaryl-coenzyme A synthase, N-terminal	HMMPfam	PF01154	HMG_CoA_synt_N	1	3,	176,	1.4e-115
195	IPR013746	Hydroxymethylglutaryl-coenzyme A synthase C-terminal	HMMPfam	PF08540	HMG_CoA_synt_C	1	177,	458,	1.9e-140
195	IPR010122	Hydroxymethylglutaryl-CoA synthase, eukaryotic	HMMTigr	TIGR01833	HMG-CoA-S_euk: hydroxymethylglutaryl-Co	1	3,	458,	1.9e-297
195	IPR000590	Hydroxymethylglutaryl-coenzyme A synthase, active site	ScanRegExp	PS01226	HMG_COA_SYNTHASE	1	107,	122,	8e-5
195	IPR016039	Thiolase-like	superfamily	SSF53901	Thiolase-like	2	6,177,	176,458,	4.7e-34,8.8e-64
198	IPR008671	Lycopene beta and epsilon cyclase	HMMPfam	PF05834	Lycopene_cycl	1	6,	28,	6.2e-06
200	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	FPrintScan	PR00119	CATATPASE	6	331,512,730,752,832,856,	345,526,741,762,851,868,	5.3e-36,5.3e-36,5.3e-36,5.3e-36,5.3e-36,5.3e-36
200	IPR008250	E1-E2 ATPase-associated region	HMMPfam	PF00122	E1-E2_ATPase	1	285,	504,	1.3e-46
200	IPR006068	ATPase, P-type cation-transporter, C-terminal	HMMPfam	PF00689	Cation_ATPase_C	1	953,	1101,	2.2e-27
200	IPR004014	ATPase, P-type cation-transporter, N-terminal	HMMPfam	PF00690	Cation_ATPase_N	1	210,	258,	2.7e-05
200	IPR005834	Haloacid dehalogenase-like hydrolase	HMMPfam	PF00702	Hydrolase	1	508,	855,	2.4e-21
200	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	HMMTigr	TIGR01494	ATPase_P-type: ATPase, P-type (transpor	3	447,729,803,	539,776,914,	2.9e-25,3.8e-17,6.5e-35
200	IPR006408	Calcium-translocating P-type ATPase, PMCA-type	HMMTigr	TIGR01517	ATPase-IIB_Ca: calcium-translocating P-	1	113,	1101,	0
200	IPR000871	Beta-lactamase, class A	ScanRegExp	PS00146	BETA_LACTAMASE_A	1	380,	395,	NA
200	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	ScanRegExp	PS00154	ATPASE_E1_E2	1	514,	520,	NA
201	IPR006789	ARP2/3 complex 16 kDa subunit (p16-Arc)	HMMPfam	PF04699	P16-Arc	1	4,	193,	1.3e-22
201	IPR006789	ARP2/3 complex 16 kDa subunit (p16-Arc)	superfamily	SSF69103	Arp2/3 complex 16 kDa subunit ARPC5	1	4,	193,	6.3e-40
202	IPR013217	Methyltransferase type 12	HMMPfam	PF08242	Methyltransf_12	1	72,	209,	1.7e-06
203	IPR008603	Dynactin p62	HMMPfam	PF05502	Dynactin_p62	1	70,	508,	3.1e-46
204	IPR000554	Ribosomal protein S7e	BlastProDom	PD006276	RS7_XENLA_P02362;	2	53,151,	136,194,	2e-33,2e-06
204	IPR000554	Ribosomal protein S7e	HMMPfam	PF01251	Ribosomal_S7e	1	3,	198,	1.6e-106
