#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
106	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	192,	365,	2.8e-26
110	IPR001044	Xeroderma pigmentosum group G protein	FPrintScan	PR00066	XRODRMPGMNTG	4	2,54,96,1098,	19,77,118,1118,	3.2e-11,3.2e-11,3.2e-11,3.2e-11
110	IPR006084	DNA repair protein (XPGC)/yeast Rad	FPrintScan	PR00853	XPGRADSUPER	4	24,888,909,963,	38,905,929,978,	3.8e-27,3.8e-27,3.8e-27,3.8e-27
110	IPR006085	XPG N-terminal	HMMPfam	PF00752	XPG_N	1	1,	98,	9.3e-48
110	IPR006086	XPG I	HMMPfam	PF00867	XPG_I	1	889,	977,	4.7e-48
110	IPR003903	Ubiquitin interacting motif	HMMPfam	PF02809	UIM	1	447,	464,	0.00089
110	IPR008918	Helix-hairpin-helix motif, class 2	HMMSmart	SM00279	no description	1	960,	993,	1.2e-10
110	IPR006086	XPG I	HMMSmart	SM00484	no description	1	889,	958,	2.9e-34
110	IPR006085	XPG N-terminal	HMMSmart	SM00485	no description	1	1,	98,	3.2e-49
110	IPR006085	XPG N-terminal	ScanRegExp	PS00841	XPG_1	1	70,	84,	8e-5
110	IPR006086	XPG I	ScanRegExp	PS00842	XPG_2	1	892,	906,	8e-5
110	IPR008918	Helix-hairpin-helix motif, class 2	superfamily	SSF47807	5' to 3' exonuclease, C-terminal subdomain	1	958,	1121,	2.2e-28
111	IPR001163	Like-Sm ribonucleoprotein, core	HMMPfam	PF01423	LSM	1	19,	150,	9.4e-05
111	IPR006649	Like-Sm ribonucleoprotein, eukaryotic and archaea-type, core	HMMSmart	SM00651	no description	1	19,	150,	0.00046
111	IPR010920	Like-Sm ribonucleoprotein-related, core	superfamily	SSF50182	Sm-like ribonucleoproteins	1	14,	152,	1.9e-13
112	IPR001214	SET	HMMPfam	PF00856	SET	1	699,	841,	4.7e-37
112	IPR001214	SET	HMMSmart	SM00317	no description	1	707,	840,	6.1e-29
112	IPR001214	SET	ProfileScan	PS50280	SET	1	718,	838,	26.854
114	IPR002661	Ribosome recycling factor	BlastProDom	PD004103	RRF_STRA3_Q8E432;	1	178,	309,	0.0002
114	IPR002661	Ribosome recycling factor	superfamily	SSF55194	Ribosome recycling factor, RRF	1	123,	311,	4.6e-25
116	IPR001680	WD40 repeat	BlastProDom	PD000018	Q7SG50_NEUCR_Q7SG50;	1	259,	301,	3e-17
116	IPR001680	WD40 repeat	FPrintScan	PR00320	GPROTEINBRPT	3	882,1060,1174,	896,1074,1188,	0.049,0.049,0.049
116	IPR001680	WD40 repeat	HMMPfam	PF00400	WD40	2	254,851,	300,895,	1.1e-10,0.0002
116	IPR001680	WD40 repeat	HMMSmart	SM00320	no description	9	13,253,427,701,848,915,1036,1089,1140,	52,300,470,741,895,953,1073,1130,1187,	32,3.1e-07,97,17,0.031,1.7,15,5.8,2.7e+02
116	IPR001680	WD40 repeat	ProfileScan	PS50082	WD_REPEATS_2	2	260,879,	309,904,	11.177,8.704
116	IPR001680	WD40 repeat	ProfileScan	PS50294	WD_REPEATS_REGION	2	260,857,	309,962,	10.680,8.571
116	IPR001680	WD40 repeat	ScanRegExp	PS00678	WD_REPEATS_1	1	287,	301,	8e-5
116	IPR011046	WD40 repeat-like	superfamily	SSF50978	WD40 repeat-like	2	13,696,	815,1187,	1.2e-18,1.4e-23
118	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	BlastProDom	PD000252	Q7RW12_NEUCR_Q7RW12;	1	284,	315,	2e-11
118	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	FPrintScan	PR00114	STPHPHTASE	7	258,287,320,354,383,440,462,	285,314,344,380,410,460,478,	1.3e-87,1.3e-87,1.3e-87,1.3e-87,1.3e-87,1.3e-87,1.3e-87
118	IPR004843	Metallophosphoesterase	HMMPfam	PF00149	Metallophos	1	257,	452,	2.1e-41
118	IPR011159	Phosphoprotein phosphatase PPZ	HMMPIR	PIRSF000909	Serine/threonine-protein phosphatase, PPZ type	1	1,	522,	0
118	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	HMMSmart	SM00156	no description	1	230,	500,	1.3e-144
118	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	ScanRegExp	PS00125	SER_THR_PHOSPHATASE	1	321,	326,	NA
119	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	BlastProDom	PD000252	Q7RW12_NEUCR_Q7RW12;	1	284,	315,	2e-11
119	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	FPrintScan	PR00114	STPHPHTASE	7	258,287,320,354,383,440,462,	285,314,344,380,410,460,478,	1.3e-87,1.3e-87,1.3e-87,1.3e-87,1.3e-87,1.3e-87,1.3e-87
119	IPR004843	Metallophosphoesterase	HMMPfam	PF00149	Metallophos	1	257,	452,	2.1e-41
119	IPR011159	Phosphoprotein phosphatase PPZ	HMMPIR	PIRSF000909	Serine/threonine-protein phosphatase, PPZ type	1	1,	522,	0
119	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	HMMSmart	SM00156	no description	1	230,	500,	1.3e-144
119	IPR006186	Serine/threonine-specific protein phosphatase and bis(5-nucleosyl)-tetraphosphatase	ScanRegExp	PS00125	SER_THR_PHOSPHATASE	1	321,	326,	NA
121	IPR001764	Glycoside hydrolase, family 3, N-terminal	FPrintScan	PR00133	GLHYDRLASE3	5	87,116,162,193,263,	103,135,178,209,281,	1.7e-35,1.7e-35,1.7e-35,1.7e-35,1.7e-35
121	IPR001764	Glycoside hydrolase, family 3, N-terminal	HMMPfam	PF00933	Glyco_hydro_3	1	82,	297,	3.6e-110
121	IPR002772	Glycoside hydrolase, family 3, C-terminal	HMMPfam	PF01915	Glyco_hydro_3_C	1	366,	739,	1.2e-102
121	IPR011658	PA14	HMMPfam	PF07691	PA14	1	449,	599,	3e-36
121	IPR011658	PA14	HMMSmart	SM00758	no description	1	449,	598,	3.4e-31
121	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	58,	365,	2e-101
121	IPR002772	Glycoside hydrolase, family 3, C-terminal	superfamily	SSF52279	Beta-D-glucan exohydrolase, C-terminal domain	1	366,	762,	6.6e-37
122	IPR002482	Peptidoglycan-binding LysM	HMMPfam	PF01476	LysM	3	40,138,219,	73,183,264,	3.4e-05,0.00025,0.0031
122	IPR002482	Peptidoglycan-binding LysM	HMMSmart	SM00257	no description	3	34,137,218,	79,183,264,	9.8,5.4e-09,1.6e-08
124	IPR001002	Chitin-binding, type 1	BlastProDom	PD000609	Q707V5_EEEEE_Q707V5;	1	493,	556,	6e-08
124	IPR001223	Glycoside hydrolase, family 18, catalytic domain	HMMPfam	PF00704	Glyco_hydro_18	1	589,	920,	7.3e-42
124	IPR002482	Peptidoglycan-binding LysM	HMMPfam	PF01476	LysM	2	367,431,	394,458,	0.0002,0.00038
124	IPR002482	Peptidoglycan-binding LysM	HMMSmart	SM00257	no description	2	366,430,	411,478,	0.041,6.2e-05
124	IPR011583	Chitinase II	HMMSmart	SM00636	no description	1	569,	920,	2.3e-47
124	IPR001579	Glycoside hydrolase, chitinase active site	ScanRegExp	PS01095	CHITINASE_18	1	680,	688,	8e-5
124	IPR017853	Glycoside hydrolase, catalytic core	superfamily	SSF51445	(Trans)glycosidases	1	512,	924,	6.3e-70
125	IPR004843	Metallophosphoesterase	HMMPfam	PF00149	Metallophos	1	122,	467,	1.4e-09
126	IPR003249	Uracil-DNA glycosylase, not poxvirus	BlastProDom	PD001589	Q6BTD0_EEEEE_Q6BTD0;	1	109,	327,	2e-59
126	IPR005122	Uracil-DNA glycosylase-like	HMMPfam	PF03167	UDG	1	151,	316,	1.5e-65
126	IPR002043	Uracil-DNA glycosylase	HMMTigr	TIGR00628	ung: uracil-DNA glycosylase	1	107,	320,	1.4e-113
126	IPR002043	Uracil-DNA glycosylase	ScanRegExp	PS00130	U_DNA_GLYCOSYLASE	1	159,	168,	8e-5
126	IPR005122	Uracil-DNA glycosylase-like	superfamily	SSF52141	DNA glycosylase	1	108,	329,	9.6e-86
127	IPR012965	Protein of unknown function DUF1708	HMMPfam	PF08101	DUF1708	1	43,	514,	8.9e-13
130	IPR001993	Mitochondrial substrate carrier	HMMPfam	PF00153	Mito_carr	3	57,230,355,	220,321,463,	2.4e-22,5e-20,3.1e-24
130	IPR001993	Mitochondrial substrate carrier	ProfileScan	PS50920	SOLCAR	3	143,227,354,	217,316,458,	15.369,18.673,18.716
130	IPR001993	Mitochondrial substrate carrier	superfamily	SSF103506	Mitochondrial carrier	1	53,	453,	7.6e-69
132	IPR005065	Platelet-activating factor acetylhydrolase, plasma/intracellular isoform II	HMMPfam	PF03403	PAF-AH_p_II	1	176,	568,	1e-14
134	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	1,	332,	6.3e-15
135	IPR003903	Ubiquitin interacting motif	HMMPfam	PF02809	UIM	4	1013,1035,1151,1336,	1030,1052,1168,1353,	0.73,1.2,3.1,4.3
135	IPR004276	Glycosyl transferase, family 28	HMMPfam	PF03033	Glyco_transf_28	2	117,261,	189,299,	2.3e-22,8.8e-05
135	IPR003903	Ubiquitin interacting motif	HMMSmart	SM00726	no description	6	1014,1036,1152,1205,1234,1337,	1033,1055,1171,1224,1253,1356,	53,1.3e+02,1.2e+02,1.6e+02,6.8e+02,0.17
135	IPR003903	Ubiquitin interacting motif	ProfileScan	PS50330	UIM	1	1337,	1356,	9.408
136	IPR005599	Alg9-like mannosyltransferase	HMMPfam	PF03901	Glyco_transf_22	1	13,	418,	1.2e-22
136	IPR000897	Signal recognition particle, SRP54 subunit, GTPase	ScanRegExp	PS00300	SRP54	1	77,	90,	NA
137	IPR001698	F-actin capping protein, beta subunit	BlastProDom	PD008617	Q7SCP4_NEUCR_Q7SCP4;	1	11,	271,	9e-133
137	IPR001698	F-actin capping protein, beta subunit	FPrintScan	PR00192	FACTINCAPB	4	6,27,58,232,	26,48,84,258,	8.9e-44,8.9e-44,8.9e-44,8.9e-44
137	IPR001698	F-actin capping protein, beta subunit	HMMPfam	PF01115	F_actin_cap_B	1	1,	289,	3.4e-140
137	IPR001698	F-actin capping protein, beta subunit	ScanRegExp	PS00231	F_ACTIN_CAPPING_BETA	1	63,	68,	NA
138	IPR001509	NAD-dependent epimerase/dehydratase	HMMPfam	PF01370	Epimerase	1	7,	183,	6.1e-12
138	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	1	4,	375,	2.1e-37
142	IPR001993	Mitochondrial substrate carrier	HMMPfam	PF00153	Mito_carr	3	81,178,279,	169,267,367,	7.2e-26,5.8e-27,3.8e-12
142	IPR001993	Mitochondrial substrate carrier	ProfileScan	PS50920	SOLCAR	3	80,177,278,	164,262,362,	22.642,24.487,18.373
142	IPR001993	Mitochondrial substrate carrier	superfamily	SSF103506	Mitochondrial carrier	1	77,	359,	4.6e-74
143	IPR001993	Mitochondrial substrate carrier	HMMPfam	PF00153	Mito_carr	3	81,178,279,	169,267,367,	7.2e-26,5.8e-27,3.8e-12
143	IPR001993	Mitochondrial substrate carrier	ProfileScan	PS50920	SOLCAR	3	80,177,278,	164,262,362,	22.642,24.487,18.373
143	IPR001993	Mitochondrial substrate carrier	superfamily	SSF103506	Mitochondrial carrier	1	77,	359,	4.6e-74
145	IPR016181	Acyl-CoA N-acyltransferase	superfamily	SSF55729	Acyl-CoA N-acyltransferases (Nat)	1	315,	407,	2.1e-12
147	IPR002054	DNA-directed DNA polymerase, family X	FPrintScan	PR00869	DNAPOLX	6	584,654,668,759,775,826,	601,668,676,768,788,844,	1.9e-19,1.9e-19,1.9e-19,1.9e-19,1.9e-19,1.9e-19
147	IPR002008	DNA-directed DNA polymerase, family X, beta-like	FPrintScan	PR00870	DNAPOLXBETA	6	543,615,655,758,773,827,	560,629,674,766,780,844,	2.1e-27,2.1e-27,2.1e-27,2.1e-27,2.1e-27,2.1e-27
147	IPR002054	DNA-directed DNA polymerase, family X	HMMSmart	SM00483	no description	1	490,	845,	2.3e-67
147	IPR001357	BRCT	ProfileScan	PS50172	BRCT	1	177,	272,	8.749
147	IPR010996	DNA-directed DNA polymerase, family X, beta-like, N-terminal	superfamily	SSF47802	DNA polymerase beta, N-terminal domain-like	1	490,	570,	2.7e-23
147	IPR001357	BRCT	superfamily	SSF52113	BRCT domain	1	166,	268,	2.8e-05
148	IPR005301	Mob1/phocein	HMMPfam	PF03637	Mob1_phocein	1	58,	266,	1.4e-32
148	IPR005301	Mob1/phocein	superfamily	SSF101152	Mob1/phocein	1	61,	277,	9.8e-53
149	IPR013217	Methyltransferase type 12	HMMPfam	PF08242	Methyltransf_12	1	66,	164,	1.4e-08
151	IPR005844	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I	HMMPfam	PF02878	PGM_PMM_I	2	64,133,	108,180,	1.2e-09,4.6e-06
151	IPR016657	Phosphoacetylglucosamine mutase	HMMPIR	PIRSF016408	Phosphoacetylglucosamine mutase	1	1,	546,	7.4e-261
151	IPR016066	Alpha-D-phosphohexomutase, conserved site	ScanRegExp	PS00710	PGM_PMM	1	64,	73,	8e-5
151	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I, II and III	superfamily	SSF53738	Phosphoglucomutase, first 3 domains	3	70,189,288,	216,305,387,	1.5e-20,3.4e-11,1.8e-05
152	IPR006166	DNA repair nuclease, XPF-type/Helicase	HMMPfam	PF02732	ERCC4	1	353,	459,	1.5e-24
152	IPR010996	DNA-directed DNA polymerase, family X, beta-like, N-terminal	superfamily	SSF47802	DNA polymerase beta, N-terminal domain-like	1	6,	73,	2.5e-10
152	IPR011335	Restriction endonuclease, type II-like, core	superfamily	SSF52980	Restriction endonuclease-like	1	352,	510,	4.8e-32
153	IPR001783	Lumazine-binding protein	BlastProDom	PD004110	Q7SD50_NEUCR_Q7SD50;	2	48,117,	104,210,	4e-25,9e-48
153	IPR001783	Lumazine-binding protein	HMMPfam	PF00677	Lum_binding	2	3,116,	103,203,	9.5e-28,1.3e-21
153	IPR001783	Lumazine-binding protein	HMMTigr	TIGR00187	ribE: riboflavin synthase, alpha subunit	1	1,	219,	2e-79
153	IPR001783	Lumazine-binding protein	ProfileScan	PS51177	LUMAZINE_BIND	2	1,114,	113,213,	28.200,21.829
154	IPR006813	Glycosyl transferase, family 17	HMMPfam	PF04724	Glyco_transf_17	1	77,	123,	2.6e-09
154	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding	ScanRegExp	PS00152	ATPASE_ALPHA_BETA	1	208,	217,	NA
155	IPR008427	Extracellular membrane protein, 8-cysteine region, CFEM	HMMPfam	PF05730	CFEM	1	28,	93,	1.7e-07
155	IPR014005	Extracellular membrane protein, 8-cysteine region, fungi	HMMSmart	SM00747	no description	1	28,	93,	7.1e-07
156	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like	BlastProDom	PD008480	PGPI_HUMAN_Q9NXJ5;	1	277,	314,	0.003
156	IPR000816	Peptidase C15, pyroglutamyl peptidase I	HMMPfam	PF01470	Peptidase_C15	1	14,	39,	1.2e-05
156	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like	superfamily	SSF53182	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase)	1	12,	347,	4.2e-36
157	IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal	HMMPfam	PF00724	Oxidored_FMN	1	41,	411,	3.4e-72
158	IPR014758	Methionyl-tRNA synthetase, class Ia, N-terminal	FPrintScan	PR01041	TRNASYNTHMET	5	19,52,100,331,426,	32,66,111,346,437,	7.4e-23,7.4e-23,7.4e-23,7.4e-23,7.4e-23
158	IPR015413	Aminoacyl-tRNA synthetase, class I (M)	HMMPfam	PF09334	tRNA-synt_1g	1	17,	439,	1.3e-187
158	IPR002304	Methionyl-tRNA synthetase, class Ia	HMMTigr	TIGR00398	metG: methionyl-tRNA synthetase	1	17,	593,	1.3e-193
158	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	ScanRegExp	PS00178	AA_TRNA_LIGASE_I	1	24,	35,	NA
158	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	superfamily	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	1	427,	592,	5.2e-30
159	IPR000210	BTB/POZ-like	ProfileScan	PS50097	BTB	1	14,	85,	9.868
159	IPR011333	BTB/POZ fold	superfamily	SSF54695	POZ domain	1	16,	167,	0.00074
161	IPR010730	Heterokaryon incompatibility	HMMPfam	PF06985	HET	1	10,	161,	5.9e-33
163	IPR002842	ATPase, V1/A1 complex, subunit E	HMMPfam	PF01991	vATP-synt_E	1	22,	220,	9.3e-103
164	IPR002842	ATPase, V1/A1 complex, subunit E	HMMPfam	PF01991	vATP-synt_E	1	22,	181,	9.1e-58
166	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	FPrintScan	PR00119	CATATPASE	2	622,1076,	636,1095,	1.6e-06,1.6e-06
166	IPR005834	Haloacid dehalogenase-like hydrolase	HMMPfam	PF00702	Hydrolase	1	618,	1099,	0.00096
166	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	HMMTigr	TIGR01494	ATPase_P-type: ATPase, P-type (transpor	3	551,905,1045,	643,955,1156,	7e-19,2.7e-20,5.9e-33
166	IPR006539	Phospholipid-translocating P-type ATPase, flippase	HMMTigr	TIGR01652	ATPase-Plipid: phospholipid-translocati	1	121,	1361,	0
166	IPR001757	ATPase, P-type, K/Mg/Cd/Cu/Zn/Na/Ca/Na/H-transporter	ScanRegExp	PS00154	ATPASE_E1_E2	1	624,	630,	NA
167	IPR015590	Aldehyde dehydrogenase	HMMPfam	PF00171	Aldedh	1	76,	548,	1.2e-125
167	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00070	ALDEHYDE_DEHYDR_CYS	1	348,	359,	NA
167	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00687	ALDEHYDE_DEHYDR_GLU	1	317,	324,	NA
167	IPR016161	Aldehyde/histidinol dehydrogenase	superfamily	SSF53720	ALDH-like	1	30,	551,	2.7e-129
169	IPR006166	DNA repair nuclease, XPF-type/Helicase	HMMPfam	PF02732	ERCC4	1	713,	793,	2.8e-36
169	IPR006167	DNA repair protein	HMMTigr	TIGR00596	rad1: DNA repair protein (rad1)	1	105,	956,	0
169	IPR010994	RuvA domain 2-like	superfamily	SSF47781	RuvA domain 2-like	1	899,	952,	8.7e-05
169	IPR011335	Restriction endonuclease, type II-like, core	superfamily	SSF52980	Restriction endonuclease-like	1	712,	861,	5.1e-40
171	IPR000697	EVH1	HMMPfam	PF00568	WH1	1	17,	126,	2.2e-35
171	IPR003124	Actin-binding WH2	HMMPfam	PF02205	WH2	1	549,	569,	0.0084
171	IPR000697	EVH1	HMMSmart	SM00461	no description	1	18,	126,	1.8e-30
171	IPR000697	EVH1	ProfileScan	PS50229	WH1	1	17,	129,	27.967
171	IPR003124	Actin-binding WH2	ProfileScan	PS51082	WH2	1	549,	569,	8.262
172	IPR001253	Eukaryotic initiation factor 1A (eIF-1A)	BlastProDom	PD005579	Q7SF16_NEUCR_Q7SF16;	1	53,	109,	8e-26
172	IPR006196	S1, IF1 type	HMMPfam	PF01176	eIF-1a	1	30,	94,	4.3e-34
172	IPR001253	Eukaryotic initiation factor 1A (eIF-1A)	HMMSmart	SM00652	no description	1	28,	110,	3.3e-48
172	IPR001253	Eukaryotic initiation factor 1A (eIF-1A)	HMMTigr	TIGR00523	eIF-1A: translation initiation factor eIF-1A	1	14,	111,	2.6e-36
172	IPR006196	S1, IF1 type	ProfileScan	PS50832	S1_IF1_TYPE	1	22,	96,	32.205
172	IPR016160	Aldehyde dehydrogenase, conserved site	ScanRegExp	PS00687	ALDEHYDE_DEHYDR_GLU	1	145,	152,	NA
172	IPR016027	Nucleic acid-binding, OB-fold-like	superfamily	SSF50249	Nucleic acid-binding proteins	1	2,	144,	4.8e-55
174	IPR003961	Fibronectin, type III	HMMPfam	PF00041	fn3	1	75,	156,	1.2e-06
174	IPR001357	BRCT	HMMPfam	PF00533	BRCT	1	163,	238,	2.8e-10
174	IPR001357	BRCT	HMMSmart	SM00292	no description	1	165,	241,	1.6e-07
174	IPR001357	BRCT	ProfileScan	PS50172	BRCT	1	163,	251,	15.788
174	IPR003961	Fibronectin, type III	ProfileScan	PS50853	FN3	1	74,	162,	12.388
174	IPR008957	Fibronectin, type III-like fold	superfamily	SSF49265	Fibronectin type III	1	76,	163,	2.6e-07
174	IPR001357	BRCT	superfamily	SSF52113	BRCT domain	1	161,	252,	5.7e-20
175	IPR016040	NAD(P)-binding	superfamily	SSF51735	NAD(P)-binding Rossmann-fold domains	2	1,119,	53,348,	0.0068,7.1e-20
178	IPR002100	Transcription factor, MADS-box	FPrintScan	PR00404	MADSDOMAIN	3	57,77,92,	77,92,113,	2.7e-17,2.7e-17,2.7e-17
178	IPR002100	Transcription factor, MADS-box	HMMPfam	PF00319	SRF-TF	1	63,	113,	8.8e-27
178	IPR002100	Transcription factor, MADS-box	HMMSmart	SM00432	no description	1	55,	114,	2.2e-30
178	IPR002100	Transcription factor, MADS-box	ProfileScan	PS50066	MADS_BOX_2	1	55,	115,	25.287
178	IPR002100	Transcription factor, MADS-box	ScanRegExp	PS00350	MADS_BOX_1	1	57,	111,	8e-5
178	IPR002100	Transcription factor, MADS-box	superfamily	SSF55455	SRF-like	1	54,	137,	1.3e-23
180	IPR007274	Ctr copper transporter	HMMPfam	PF04145	Ctr	1	19,	183,	3.6e-05
182	IPR007087	Zinc finger, C2H2-type	HMMPfam	PF00096	zf-C2H2	2	187,215,	209,239,	1.3e-05,1.4e-05
182	IPR015880	Zinc finger, C2H2-like	HMMSmart	SM00355	no description	2	187,215,	209,235,	0.004,17
182	IPR007087	Zinc finger, C2H2-type	ProfileScan	PS50157	ZINC_FINGER_C2H2_2	2	187,215,	214,243,	14.378,9.764
182	IPR007087	Zinc finger, C2H2-type	ScanRegExp	PS00028	ZINC_FINGER_C2H2_1	1	189,	209,	NA
182	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	ScanRegExp	PS00178	AA_TRNA_LIGASE_I	1	7,	18,	NA
183	IPR001465	Malate synthase	HMMPfam	PF01274	Malate_synthase	1	11,	531,	0
183	IPR006252	Malate synthase A	HMMPIR	PIRSF001363	Malate synthase	1	1,	534,	0
183	IPR006252	Malate synthase A	HMMTigr	TIGR01344	malate_syn_A: malate synthase A	1	24,	531,	0
183	IPR001465	Malate synthase	ScanRegExp	PS00510	MALATE_SYNTHASE	1	268,	283,	8e-5
183	IPR011076	Malate synthase-like, core	superfamily	SSF51645	Malate synthase G	1	7,	533,	3e-214
184	IPR001465	Malate synthase	HMMPfam	PF01274	Malate_synthase	1	11,	531,	0
184	IPR006252	Malate synthase A	HMMPIR	PIRSF001363	Malate synthase	1	1,	534,	0
184	IPR006252	Malate synthase A	HMMTigr	TIGR01344	malate_syn_A: malate synthase A	1	24,	531,	0
184	IPR001465	Malate synthase	ScanRegExp	PS00510	MALATE_SYNTHASE	1	268,	283,	8e-5
184	IPR011076	Malate synthase-like, core	superfamily	SSF51645	Malate synthase G	1	7,	533,	3e-214
185	IPR000362	Fumarate lyase	FPrintScan	PR00149	FUMRATELYASE	4	198,246,337,383,	216,262,364,399,	4.5e-34,4.5e-34,4.5e-34,4.5e-34
185	IPR000362	Fumarate lyase	HMMPfam	PF00206	Lyase_1	1	75,	408,	1e-171
185	IPR005677	Fumarate hydratase, class II	HMMTigr	TIGR00979	fumC_II: fumarate hydratase, class II	1	67,	527,	0
185	IPR000362	Fumarate lyase	ScanRegExp	PS00163	FUMARATE_LYASES	1	383,	392,	8e-5
185	IPR008948	L-Aspartase-like	superfamily	SSF48557	L-aspartase-like	1	63,	522,	2.5e-161
186	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q7SCT1_NEUCR_Q7SCT1;	1	126,	390,	7e-151
186	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	125,	402,	1.2e-103
186	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	125,	402,	1.3e-14
186	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	125,	402,	2.2e-103
186	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	125,	402,	51.608
186	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	131,	158,	8e-5
186	IPR008271	Serine/threonine protein kinase, active site	ScanRegExp	PS00108	PROTEIN_KINASE_ST	1	268,	280,	8e-5
186	IPR011009	Protein kinase-like	superfamily	SSF56112	Protein kinase-like (PK-like)	1	111,	429,	8.5e-92
187	IPR003395	RecF/RecN/SMC protein, N-terminal	HMMPfam	PF02463	SMC_N	1	71,	1082,	7.7e-14
187	IPR009053	Prefoldin	superfamily	SSF46579	Prefoldin	2	371,642,	474,740,	0.00065,0.0042
189	IPR000679	Zinc finger, GATA-type	FPrintScan	PR00619	GATAZNFINGER	2	739,757,	756,774,	1.2e-09,1.2e-09
189	IPR000679	Zinc finger, GATA-type	HMMPfam	PF00320	GATA	1	743,	777,	3.4e-20
189	IPR000679	Zinc finger, GATA-type	HMMSmart	SM00401	no description	1	737,	787,	4.3e-23
189	IPR000679	Zinc finger, GATA-type	ProfileScan	PS50114	GATA_ZN_FINGER_2	1	737,	790,	26.996
189	IPR000679	Zinc finger, GATA-type	ScanRegExp	PS00344	GATA_ZN_FINGER_1	1	743,	767,	8e-5
190	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	150,	603,	2.1e-21
190	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	120,	632,	1.5e-32
191	IPR011701	Major facilitator superfamily MFS-1	HMMPfam	PF07690	MFS_1	1	87,	540,	2.1e-21
191	IPR016196	MFS general substrate transporter	superfamily	SSF103473	MFS general substrate transporter	1	57,	569,	1.5e-32
193	IPR000719	Protein kinase, core	BlastProDom	PD000001	Q6FTE9_EEEEE_Q6FTE9;	2	299,483,	444,602,	2e-79,1e-32
193	IPR017442	Serine/threonine protein kinase-related	HMMPfam	PF00069	Pkinase	1	299,	602,	9e-67
193	IPR000961	Protein kinase, C-terminal	HMMPfam	PF00433	Pkinase_C	1	620,	676,	1.4e-07
193	IPR000961	Protein kinase, C-terminal	HMMSmart	SM00133	no description	1	603,	674,	4.9e-09
193	IPR001245	Tyrosine protein kinase	HMMSmart	SM00219	no description	1	299,	597,	3e-09
193	IPR002290	Serine/threonine protein kinase	HMMSmart	SM00220	no description	1	299,	602,	3.6e-85
193	IPR000719	Protein kinase, core	ProfileScan	PS50011	PROTEIN_KINASE_DOM	1	299,	602,	43.170
193	IPR017441	Protein kinase ATP binding, conserved site	ScanRegExp	PS00107	PROTEIN_KINASE_ATP	1	305,	328,	8e-5
